uri,prefLabel,definition,altLabel,id
http://vocab.nerc.ac.uk/collection/P01/current/BPDWCF04/,Concentration of benzo(a)pyrene {CAS 50-32-8} per unit dry weight of biota {Fucus serratus (ITIS: 11342: WoRMS 145546)},The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWt_CAS50-32-8_BE006627,SDN:P01::BPDWCF04
http://vocab.nerc.ac.uk/collection/P01/current/IC002504/,"Concentration of 4,4'-dichlorodiphenyldichloroethylene {p,p'-DDE CAS 72-55-9} per unit wet weight of biota {Larus hyperboreus (ITIS: 176808: WoRMS 137145) [Subcomponent: liver]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_DDEPP_LI_BE008576,SDN:P01::IC002504
http://vocab.nerc.ac.uk/collection/P01/current/P179M01Z/,Abundance of Franceia minuscula per unit volume of the water body by optical microscopy,Unavailable,P17901,SDN:P01::P179M01Z
http://vocab.nerc.ac.uk/collection/P01/current/W2931345/,"Concentration of 4,4'-dichlorodiphenyltrichloroethane {p,p'-DDT CAS 50-29-3} per unit wet weight of biota {Macoma balthica (ITIS: 567846: WoRMS 141579) [Subcomponent: flesh]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWtpDDT_BE007128,SDN:P01::W2931345
http://vocab.nerc.ac.uk/collection/P01/current/D084M24Z/,Abundance of Pleurosigma normani (ITIS: 4603: WoRMS 149182) per unit mass of sediment by optical microscopy,Unavailable,D08424,SDN:P01::D084M24Z
http://vocab.nerc.ac.uk/collection/P01/current/W2930936/,"Concentration of 2,2',3,3',4,4',5-heptachlorobiphenyl {PCB170 CAS 35065-30-6} per unit wet weight of biota {Patella caerulea (WoRMS 140677) [Subcomponent: flesh]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWtPCB170_BE007316,SDN:P01::W2930936
http://vocab.nerc.ac.uk/collection/P01/current/WB000271/,Concentration of total mercury {total_Hg CAS 7439-97-6} per unit wet weight of biota {Alosa maeotica (ITIS: 551289: WoRMS 272253) [Sex: female]},The amount (mass or moles) of the specified analyte per unit weight of a fresh sample of the specified organism or part thereof.,WetWt_totalHg_BE007955,SDN:P01::WB000271
http://vocab.nerc.ac.uk/collection/P01/current/HGDWCF06/,Concentration of total mercury {total_Hg CAS 7439-97-6} per unit dry weight of biota {Limanda limanda (ITIS: 172881: WoRMS 127139) [Sex: female Subcomponent: liver]},The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWtHg_BE006648,SDN:P01::HGDWCF06
http://vocab.nerc.ac.uk/collection/P01/current/BLENOX56/,Length of Solea (ITIS: 173000: WoRMS 126132),The mean value of the longest dimension of the shell or body of the specified organism in the sample.  This could refer to a single individual should the sample size be one.,Length_BE005174,SDN:P01::BLENOX56
http://vocab.nerc.ac.uk/collection/P01/current/CRDWCF31/,Concentration of chromium {Cr CAS 7440-47-3} per unit dry weight of biota {Gadus morhua (ITIS: 164712: WoRMS 126436) [Subcomponent: muscle tissue]},The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWtCr_BE006605,SDN:P01::CRDWCF31
http://vocab.nerc.ac.uk/collection/P01/current/DOCYSTI8/,Concentration of desmethyl microcystin RR {CAS 131022-02-1} per unit wet weight of biota {Cerastoderma edule (ITIS: 80901: WoRMS 138998) [Subcomponent: flesh]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CAS131022-02-1_BE006783,SDN:P01::DOCYSTI8
http://vocab.nerc.ac.uk/collection/P01/current/Z302M02C/,Abundance of Calanus helgolandicus (ITIS: 85276: WoRMS 104466) [Stage: copepodite C3] per unit volume of the water body by optical microscopy,Unavailable,Z302M02C,SDN:P01::Z302M02C
http://vocab.nerc.ac.uk/collection/P01/current/ZBN01589/,Abundance of Tryphosella sarsi (ITIS: 94426: WoRMS 102771) per unit area of the bed by sieving and picking under an optical microscope,Unavailable,ZBN01589,SDN:P01::ZBN01589
http://vocab.nerc.ac.uk/collection/P01/current/Q870M99Z/,Biomass as carbon of Brachionus (ITIS: 58434: WoRMS 134937) per unit volume of the water body by optical microscopy and computation of carbon biomass from abundance,Unavailable,Carb_Q870M99Z,SDN:P01::Q870M99Z
http://vocab.nerc.ac.uk/collection/P01/current/MA601B56/,Length (from the front of the eye to the tip of the telson) of Nematoscelis megalops (ITIS: 95542: WoRMS 110695) [Stage: juvenile],Unavailable,LenMean_eye_to_tels_BE006096,SDN:P01::MA601B56
http://vocab.nerc.ac.uk/collection/P01/current/XIROLID8/,Concentration of spirolide-a {CAS 318996-47-3} per unit wet weight of biota {Ostrea edulis (ITIS: 79885: WoRMS 140658) [Subcomponent: flesh]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CAS318996-47-3_BE007123,SDN:P01::XIROLID8
http://vocab.nerc.ac.uk/collection/P01/current/IC000783/,Concentration of nickel {Ni CAS 7440-02-0} per unit wet weight of biota {Merluccius merluccius (ITIS: 164795: WoRMS 126484) [Subcomponent: muscle tissue]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_NI_MU_BE007543,SDN:P01::IC000783
http://vocab.nerc.ac.uk/collection/P01/current/P059M00J/,Abundance of Gyrosigma (ITIS: 4622: WoRMS 149033) [Size: 60um] per unit volume of the water body by optical microscopy,Unavailable,P05900J,SDN:P01::P059M00J
http://vocab.nerc.ac.uk/collection/P01/current/PRPCL028/,Proportion by volume of particles (500-600um) in the sediment,The volume (normalised by total sample volume) of sediment sample particles with a nominal diameter between 500 and 600 microns,PrSedByVolSiz_500-600um,SDN:P01::PRPCL028
http://vocab.nerc.ac.uk/collection/P01/current/ZBVV0485/,Ash-free dry weight biomass of Ensis directus (ITIS: 81022: WoRMS 140732) per unit area of the bed by identification by optical microscopy and gravimetric determination of loss on ignition,Unavailable,ZBVV0485,SDN:P01::ZBVV0485
http://vocab.nerc.ac.uk/collection/P01/current/PRPCL478/,Proportion by dry weight of particles (8000-11200um) in the sediment,The weight (normalised by total sample weight) of sediment sample particles with a nominal diameter between 8000 and 11200 microns,PrSedByWtSiz_8000-11200um,SDN:P01::PRPCL478
http://vocab.nerc.ac.uk/collection/P01/current/ARFXAAXX/,"Particle-bound sedimentation flux of arginine {CAS 7200-25-1} per unit time per unit area of the water body by sediment trapping, acid hydrolysis and fluorescence high performance liquid chromatography (HPLC)",Fluorescence HPLC analysis of acid hydrolysed trap material.,Arg_flux,SDN:P01::ARFXAAXX
http://vocab.nerc.ac.uk/collection/P01/current/IC220332/,"Concentration of 2,4'-dichlorodiphenyldichloroethane {o,p'-DDD mitotane CAS 53-19-0} per unit dry weight of biota {Dreissena polymorpha (ITIS: 81339: WoRMS 181566) [Subcomponent: flesh]}",The dry weight concentration of the specified analyte in the specified organism or part thereof.,DryWt_TDEOP_SB_BE006782,SDN:P01::IC220332
http://vocab.nerc.ac.uk/collection/P01/current/DTAPSET0/,Concentration of cobalt {Co CAS 7440-48-4} per unit wet weight of biota {Psetta maxima (ITIS: 616195: WoRMS 154473) [Subcomponent: muscle tissue]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CAS7440-48-4_BE008604,SDN:P01::DTAPSET0
http://vocab.nerc.ac.uk/collection/P01/current/VB357713/,Length (from the front of the eye to the tip of the telson) standard deviation of Meganyctiphanes norvegica (ITIS: 95534: WoRMS 110690) [Stage: indeterminate Sex: indeterminate],The square root of the average of the squares of deviations about the mean of a set of values of the specified measurement.,LenSD_eye_to_tels_BE003274,SDN:P01::VB357713
http://vocab.nerc.ac.uk/collection/P01/current/D032M20Z/,Abundance of Cocconeis placentula (ITIS: 3596: WoRMS 148990) per unit mass of sediment by optical microscopy,Unavailable,D03220,SDN:P01::D032M20Z
http://vocab.nerc.ac.uk/collection/P01/current/P093M11Z/,Abundance of Rhizosolenia castracanei (ITIS: 2889: WoRMS 248062) per unit volume of the water body by optical microscopy,Unavailable,P09311,SDN:P01::P093M11Z
http://vocab.nerc.ac.uk/collection/P01/current/ICES0391/,Concentration of total mercury {total_Hg CAS 7439-97-6} per unit dry weight of biota {Salvelinus alpinus (ITIS: 162001: WoRMS 127188) [Subcomponent: muscle tissue]},The amount (mass or moles) of the specified analyte per unit weight of a dried sample of the specified organism or part thereof.,DryWt_totalHg_BE007581,SDN:P01::ICES0391
http://vocab.nerc.ac.uk/collection/P01/current/C298M03Z/,Biomass as carbon of Staurastrum pingue (ITIS: 7824) per unit volume of the water body by optical microscopy and computation of carbon biomass from abundance,Unavailable,Carb_C298M03Z,SDN:P01::C298M03Z
http://vocab.nerc.ac.uk/collection/P01/current/KATI0036/,Concentration of lead {Pb CAS 7439-92-1} per unit dry weight of biota {Osmerus eperlanus (ITIS: 162039: WoRMS 126736) [Subcomponent: liver]},The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWtPb_BE007134,SDN:P01::KATI0036
http://vocab.nerc.ac.uk/collection/P01/current/P379M00Z/,Abundance of Peridiniaceae (ITIS: 10205: WoRMS 109433) per unit volume of the water body by optical microscopy,Unavailable,P37900,SDN:P01::P379M00Z
http://vocab.nerc.ac.uk/collection/P01/current/ABSP293A/,Absorbance of electromagnetic radiation (293nm wavelength) {light absorbance} by the water body [dissolved plus reactive particulate phase] by spectrophotometry,Unavailable,WaterAbs_293nm_unfiltered,SDN:P01::ABSP293A
http://vocab.nerc.ac.uk/collection/P01/current/N15BTX01/,Enrichment of nitrogen-15 {15N CAS 14390-96-6} {delta(15)N} in biota {biological entity specified elsewhere} by mass spectrometry,"The ratio of nitrogen 15 relative to nitrogen 14 in a biological organism identified elsewhere in the metadata, expressed in per mille and relative to atmospheric air.",d15N_biota,SDN:P01::N15BTX01
http://vocab.nerc.ac.uk/collection/P01/current/TCFXCNER/,"Particle-bound sedimentation flux standard error of carbon (total) {CAS 7440-44-0} per unit time per unit area of the water body by sediment trapping, no acidification and elemental analysis",Unavailable,SE_TotCFlux,SDN:P01::TCFXCNER
http://vocab.nerc.ac.uk/collection/P01/current/DARSAP22/,"Concentration of cis-9,cis-12,cis-15-octadecatrienoic acid {alpha-linolenic acid C18:3FA cis9,12 CAS 1955-33-5} per unit volume of the water body [particulate >GF/F phase]",Unavailable,Part>GF/F_CAS_1955-33-5,SDN:P01::DARSAP22
http://vocab.nerc.ac.uk/collection/P01/current/IC000115/,"Concentration of 2,2',5,5'-tetrachlorobiphenyl {PCB52 CAS 35693-99-3} per unit dry weight of sediment <62um",Unavailable,CB52_CS_SED62_D,SDN:P01::IC000115
http://vocab.nerc.ac.uk/collection/P01/current/AME08068/,Abundance of Metridia curticauda (ITIS: 85738: WoRMS 104628) per unit volume of the water body by optical microscopy,Unavailable,Abund_BE008068,SDN:P01::AME08068
http://vocab.nerc.ac.uk/collection/P01/current/IC000020/,Concentration of caesium-137 {137Cs CAS 10045-97-3} per unit dry weight of sediment <2000um,Unavailable,CS137_CS_SED2000_D,SDN:P01::IC000020
http://vocab.nerc.ac.uk/collection/P01/current/ASU09462/,Abundance of Subeucalanus (WoRMS 104173) [Stage: copepodite C3] per unit volume of the water body,Number of individuals from the specified biological entity identified and counted using optical microscopy and normalised to a unit volume of water sample.,Abund_BE009462,SDN:P01::ASU09462
http://vocab.nerc.ac.uk/collection/P01/current/MPMMCF17/,Concentration of monophenyltin {MPT CAS 2406-68-0} per unit wet weight of biota {Platichthys flesus (ITIS: 172894: WoRMS 127141) [Subcomponent: liver]},Unavailable,WetWtMPT_BE006615,SDN:P01::MPMMCF17
http://vocab.nerc.ac.uk/collection/P01/current/PCBSD129/,"Concentration of 2,2',5,5'-tetrachlorobiphenyl {PCB52 CAS 35693-99-3} per unit dry weight of sediment <63um by gas chromatography-electron capture detection",Unavailable,PCBSD129,SDN:P01::PCBSD129
http://vocab.nerc.ac.uk/collection/P01/current/CF119WPF/,"Concentration of 2,2',3,3',4,4',5-heptachlorobiphenyl {PCB170 CAS 35065-30-6} per unit wet weight of biota {Platichthys flesus (ITIS: 172894: WoRMS 127141) [Sex: female Subcomponent: liver]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_PCB170_BE006652,SDN:P01::CF119WPF
http://vocab.nerc.ac.uk/collection/P01/current/CF116WPF/,Concentration of silver {Ag CAS 7440-22-4} per unit wet weight of biota {Platichthys flesus (ITIS: 172894: WoRMS 127141) [Sex: male Subcomponent: liver]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_Ag_BE006653,SDN:P01::CF116WPF
http://vocab.nerc.ac.uk/collection/P01/current/OXYTAAOP/,Temperature of oxygen determination by optode,Unavailable,O2_temp,SDN:P01::OXYTAAOP
http://vocab.nerc.ac.uk/collection/P01/current/CF095WPP/,"Concentration of 2,3,4,4',5-pentachlorobiphenyl {PCB114 CAS 74472-37-0} per unit wet weight of biota {Pleuronectes platessa (ITIS: 172902: WoRMS 127143) [Subcomponent: liver]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_PCB114_BE006630,SDN:P01::CF095WPP
http://vocab.nerc.ac.uk/collection/P01/current/ASLVNLWS/,Surface elevation relative to Normal Low Water datum of the water body by inverted echo sounder,Unavailable,SL_NLW_sonar,SDN:P01::ASLVNLWS
http://vocab.nerc.ac.uk/collection/P01/current/CURYCAT2/,Concentration of methylmercury cation {CH3Hg+ CAS 22967-92-6} per unit wet weight of sediment,The quantity or mass of the specified analyte contained in a sample of unsieved sediment normalised to a unit of wet weight.,Conc_22967-92-6_wetsed,SDN:P01::CURYCAT2
http://vocab.nerc.ac.uk/collection/P01/current/PIGNA535/,Absorbance of electromagnetic radiation (535nm wavelength) {light absorbance} by the suspended particulate material >GF/F [pigment phase] by filtration and spectrophotometry on residue before and after NaOCl bleaching and differencing of the measurements,Unavailable,SPMPigAbs535,SDN:P01::PIGNA535
http://vocab.nerc.ac.uk/collection/P01/current/ACMMCF05/,Concentration of anthracene {CAS 120-12-7} per unit wet weight of biota {Fucus vesiculosus (ITIS: 11335: WoRMS 145548)},Unavailable,WetWtCAS120-12-7_BE006628,SDN:P01::ACMMCF05
http://vocab.nerc.ac.uk/collection/P01/current/CPAHWC11/,Concentration of chrysene {CAS 218-01-9} per unit volume of the water body [dissolved plus reactive particulate phase],Quantity or mass of the specified substance measured in a specified volume of an unfiltered sample from any body of fresh or salt water.,Diss_CAS218-01-9_Unfilt,SDN:P01::CPAHWC11
http://vocab.nerc.ac.uk/collection/P01/current/ACKARXX2/,Concentration of potassium {K CAS 7440-09-7} per unit volume of the atmosphere [aerosol >1um phase] by filtration and ion chromatography,Unavailable,K_aerosol>1um,SDN:P01::ACKARXX2
http://vocab.nerc.ac.uk/collection/P01/current/ZENOTOX7/,Concentration of pectenotoxin 2 {CAS 97564-91-5} per unit wet weight of biota {Glycymeris glycymeris (ITIS: 79429: WoRMS 140025) [Subcomponent: flesh]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CAS97564-91-5_BE010321,SDN:P01::ZENOTOX7
http://vocab.nerc.ac.uk/collection/P01/current/CPFLOOS1/,Concentration of perfluorooctanesulfonate {CAS 45298-90-6} per unit volume of the water body [dissolved plus reactive particulate phase],The amount (quantity or mass) of the specified analyte measured in a specified volume of an unfiltered sample from any body of fresh or salt water.,Diss_45298-90-6_Unfilt,SDN:P01::CPFLOOS1
http://vocab.nerc.ac.uk/collection/P01/current/PDDDCF21/,"Concentration of 4,4'-dichlorodiphenyldichloroethylene {p,p'-DDE CAS 72-55-9} per unit dry weight of biota {Pleuronectes platessa (ITIS: 172902: WoRMS 127143) [Sex: female Subcomponent: liver]}",The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWt_pDDE_BE006656,SDN:P01::PDDDCF21
http://vocab.nerc.ac.uk/collection/P01/current/ZBVV1621/,Ash-free dry weight biomass of Unionicola aculeata (ITIS: 83075) per unit area of the bed by identification by optical microscopy and gravimetric determination of loss on ignition,Unavailable,ZBVV1621,SDN:P01::ZBVV1621
http://vocab.nerc.ac.uk/collection/P01/current/BLSDOX34/,Length standard deviation of Labridae (ITIS: 170477: WoRMS 125541),The square root of the average of the squares of deviations about the mean of a set of values of the specified measurement.,SD_Length_BE002998,SDN:P01::BLSDOX34
http://vocab.nerc.ac.uk/collection/P01/current/CBLBDE47/,"Concentration of 2,2',4,4'-tetrabromodiphenyl ether {BDE47 CAS 5436-43-1} per unit mass of lipids in the biota {Halichoerus grypus (ITIS: 180653: WoRMS 137080) [Stage: post-weaned pup Sex: female Subcomponent: blubber Subgroup: alive]} by Soxhlet extraction and gas chromatography-mass spectrometry and lipid normalisation (wet weight cct/lipid proportion) and weaning correction",Unavailable,LNC_BDE47_BE006406,SDN:P01::CBLBDE47
http://vocab.nerc.ac.uk/collection/P01/current/ZBN01058/,Abundance of Odonata (ITIS: 101593: WoRMS 404096) per unit area of the bed by sieving and picking under an optical microscope,Unavailable,ZBN01058,SDN:P01::ZBN01058
http://vocab.nerc.ac.uk/collection/P01/current/CFTBTCFV/,Concentration of tributyltin compounds per unit wet weight of biota {Fucus vesiculosus (ITIS: 11335: WoRMS 145548)},The wet weight concentration of the specified analyte in the specified organism or part thereof. The analyte is a combination of TBT compounds not the TBT cation.,WetWt_TBTcompounds_BE006628,SDN:P01::CFTBTCFV
http://vocab.nerc.ac.uk/collection/P01/current/C374M01Z/,Biomass as carbon of Proterythropsis vigilans (WoRMS 233115) per unit volume of the water body by optical microscopy and computation of carbon biomass from abundance,Unavailable,Carb_C374M01Z,SDN:P01::C374M01Z
http://vocab.nerc.ac.uk/collection/P01/current/PDAWCF32/,"Concentration of 4,4'-dichlorodiphenyldichloroethane {p,p'-DDD CAS 72-54-8} per unit wet weight of biota {Clupea harengus (ITIS: 161722: WoRMS 126417)}",Unavailable,WetWt_pDDD_BE001319,SDN:P01::PDAWCF32
http://vocab.nerc.ac.uk/collection/P01/current/FYLETHE4/,"Concentration of 2,2',4,5'-tetrabromodiphenyl ether+2,3',4',6-tetrabromodiphenyl ether {243982-82-3 + 189084-62-6} per unit dry weight of sediment",The quantity or mass of the specified analyte contained in a sample of unsieved sediment normalised to a unit of dry weight.,Conc_BDE49_+_BDE71_drysed,SDN:P01::FYLETHE4
http://vocab.nerc.ac.uk/collection/P01/current/Q203M23Z/,Biomass as carbon of Daphnia pulex (ITIS: 83874: WoRMS 148375) per unit volume of the water body by optical microscopy and computation of carbon biomass from abundance,Unavailable,Carb_Q203M23Z,SDN:P01::Q203M23Z
http://vocab.nerc.ac.uk/collection/P01/current/PRSC0034/,Proportion by dry weight of particles (<315um) in the sediment by sieving and settling tube method,The weight (normalised by total sample weight) of sediment sample particles with a nominal diameter between zero and 315 microns,PrSedByWtSiz_<315um_SievSettl,SDN:P01::PRSC0034
http://vocab.nerc.ac.uk/collection/P01/current/AHBDM037/,Ash-free dry weight biomass of Beckidia zabolotskyi per unit area of the bed by identification by optical microscopy and gravimetric determination of loss on ignition,Unavailable,AHBDM037,SDN:P01::AHBDM037
http://vocab.nerc.ac.uk/collection/P01/current/D15NWC08/,Enrichment of nitrogen-15 {15N CAS 14390-96-6} {delta(15)N} in biota {Ceriantharia (ITIS: 51984: WoRMS 1361)} by mass spectrometry,Unavailable,d15N_08_51984,SDN:P01::D15NWC08
http://vocab.nerc.ac.uk/collection/P01/current/VLZJ0412/,Concentration of lipids per unit dry weight of biota {Mollusca (ITIS: 69458: WoRMS 51) [Subcomponent: flesh]},The concentration of the specified analyte in a dried sample of the of the specified organism or part thereof.,DryWt_Lipid_BE007696,SDN:P01::VLZJ0412
http://vocab.nerc.ac.uk/collection/P01/current/BROBIPH7/,"Concentration of 3,4,4',5-tetrachlorobiphenyl {PCB81 CAS 70362-50-4} per unit wet weight of biota {Mytilus galloprovincialis (ITIS: 79456: WoRMS 140481) [Subcomponent: flesh]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_CAS70362-50-4_BE006569,SDN:P01::BROBIPH7
http://vocab.nerc.ac.uk/collection/P01/current/P967M00Z/,Abundance of Tetraselmis (ITIS: 9560: WoRMS 134526) per unit volume of the water body by optical microscopy,Unavailable,P96700,SDN:P01::P967M00Z
http://vocab.nerc.ac.uk/collection/P01/current/AEC135CC/,"Concentration of soluble aluminium {soluble_Al CAS 7429-90-5} per unit volume of the atmosphere [aerosol <1um phase] by filtration, leaching with pH 4.7 ammonium acetate buffer",The amount (mass or moles) of the specified chemical entity contained in aerosols within the specified size fraction isolated from a volume of atmosphere using the specified method.,soluble_Al_aerosol_NH4AC_Leaching_<1um,SDN:P01::AEC135CC
http://vocab.nerc.ac.uk/collection/P01/current/MSPMM006/,Concentration of chromium {Cr CAS 7440-47-3} per unit dry weight of suspended particulate material by inductively-coupled plasma atomic emission spectroscopy,Unavailable,MSPMM006,SDN:P01::MSPMM006
http://vocab.nerc.ac.uk/collection/P01/current/ZBN00031/,Abundance of Alcyonidium mytili (ITIS: 155485: WoRMS 111603) per unit area of the bed by sieving and picking under an optical microscope,Unavailable,ZBN00031,SDN:P01::ZBN00031
http://vocab.nerc.ac.uk/collection/P01/current/SULAD432/,Absorbance of electromagnetic radiation (432nm wavelength) {light absorbance} by the suspended particulate material >GF/F [non-algal particle phase] by filtration and spectrophotometry on residue after NaOCl bleaching,Unavailable,Non-algalSPMAbs432,SDN:P01::SULAD432
http://vocab.nerc.ac.uk/collection/P01/current/W2930831/,Concentration of arsenic {As CAS 7440-38-2} per unit wet weight of biota {Monodonta (WoRMS 153532) [Subcomponent: flesh]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWtAs_BE007319,SDN:P01::W2930831
http://vocab.nerc.ac.uk/collection/P01/current/IC001274/,"Concentration of Parlar 50 (2-endo,3-exo,5-endo,6-exo,8,8,9,10,10 nonachlorobornane) {CAS 66860-80-8} per unit wet weight of biota {Crassostrea gigas (ITIS: 79868: WoRMS 140656) [Subcomponent: flesh]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_PCC50_SB_BE006624,SDN:P01::IC001274
http://vocab.nerc.ac.uk/collection/P01/current/IC220883/,"Concentration of 2,3',4,4'-tetrabromodiphenyl ether {BDE66 CAS 187084-61-5} per unit wet weight of biota {Lophius budegassa (ITIS: 164502: WoRMS 126554) [Subcomponent: muscle tissue]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_BDE66_MU_BE007534,SDN:P01::IC220883
http://vocab.nerc.ac.uk/collection/P01/current/CF0106LL/,Concentration of arsenic {As CAS 7440-38-2} per unit wet weight of biota {Limanda limanda (ITIS: 172881: WoRMS 127139) [Sex: male Subcomponent: muscle tissue]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_As_BE006651,SDN:P01::CF0106LL
http://vocab.nerc.ac.uk/collection/P01/current/P252M00Z/,Abundance of Phalacroma (ITIS: 9929: WoRMS 109466) per unit volume of the water body by optical microscopy,Unavailable,P25200,SDN:P01::P252M00Z
http://vocab.nerc.ac.uk/collection/P01/current/IC001362/,Concentration of benzo(k)fluoranthene {CAS 207-08-9} per unit wet weight of biota {Ostrea edulis (ITIS: 79885: WoRMS 140658) [Subcomponent: flesh]},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWt_BKF_SB_BE007123,SDN:P01::IC001362
http://vocab.nerc.ac.uk/collection/P01/current/C052M13Z/,Biomass as carbon of Fragilaria oblonga (WoRMS 345475) per unit volume of the water body by optical microscopy and computation of carbon biomass from abundance,Unavailable,Carb_C052M13Z,SDN:P01::C052M13Z
http://vocab.nerc.ac.uk/collection/P01/current/CCA911B6/,Biomass as carbon of Prymnesiophyceae (ITIS: 2135: WoRMS 115057) [Morphology: heart-shaped Subgroup: coccolithophores] per unit volume of the water body by optical microscopy and computation of carbon biomass from abundance,Unavailable,Carb_CCA911B6,SDN:P01::CCA911B6
http://vocab.nerc.ac.uk/collection/P01/current/J5313621/,Count (in assayed sample) of Meganyctiphanes norvegica (ITIS: 95534: WoRMS 110690) [Stage: juvenile],Unavailable,Numb_BE003272,SDN:P01::J5313621
http://vocab.nerc.ac.uk/collection/P01/current/W2930177/,Concentration of total mercury {total_Hg CAS 7439-97-6} per unit wet weight of biota {Perca fluviatilis (ITIS: 168470: WoRMS 151353)},The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWttotalHg_BE007137,SDN:P01::W2930177
http://vocab.nerc.ac.uk/collection/P01/current/APDWCF11/,Concentration of acenaphthene {CAS 83-32-9} per unit dry weight of biota {Limanda limanda (ITIS: 172881: WoRMS 127139) [Subcomponent: muscle tissue]},The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWt_CAS83-32-9_BE006608,SDN:P01::APDWCF11
http://vocab.nerc.ac.uk/collection/P01/current/ZBN00538/,Abundance of Eusimulium costatum per unit area of the bed by sieving and picking under an optical microscope,Unavailable,ZBN00538,SDN:P01::ZBN00538
http://vocab.nerc.ac.uk/collection/P01/current/IRRDE448/,Downwelling vector irradiance as photons of electromagnetic radiation (448nm wavelength) in the water body by cosine-collector radiometer,Unavailable,SubsurE448,SDN:P01::IRRDE448
http://vocab.nerc.ac.uk/collection/P01/current/DTMEX034/,Abundance of Rhizosolenia setigera (ITIS: 2902: WoRMS 149115) [Size: diameter 10um] per unit volume of experiment water sample by optical microscopy,Counts of a given biological entity using optical microscopy normalised to a specified volume of experimental water sample.,Abund(exp)_BE007181,SDN:P01::DTMEX034
http://vocab.nerc.ac.uk/collection/P01/current/KL503X06/,Concentration of chlorpyrifos-methyl {CAS 5598-13-0} per unit dry weight of sediment,The quantity or mass of the specified analyte contained in a sample of unsieved sediment normalised to a unit of dry weight.,Conc_CAS5598-13-0_drysed,SDN:P01::KL503X06
http://vocab.nerc.ac.uk/collection/P01/current/FLBOFM02/,Concentration of water {H2O CAS 7732-18-5} per unit wet weight of biota {Mytilus edulis (ITIS: 79454: WoRMS 140480) [Size: length 32-38mm Subcomponent: flesh]},Unavailable,FLBOFM02,SDN:P01::FLBOFM02
http://vocab.nerc.ac.uk/collection/P01/current/GBCOCX24/,Concentration of bromochloroacetic acid {CAS 5589-96-8} per unit dry weight of biota {Chamelea gallina (ITIS: 205649: WoRMS 141907) [Subcomponent: flesh]},The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWt_5589-96-8_BE008962,SDN:P01::GBCOCX24
http://vocab.nerc.ac.uk/collection/P01/current/N595S25Z/,Abundance of Urothoe elegans (ITIS: 93973: WoRMS 103228) per unit area of the bed by sieving and picking under an optical microscope,Unavailable,N59525,SDN:P01::N595S25Z
http://vocab.nerc.ac.uk/collection/P01/current/W2930894/,"Concentration of 2,3,3',4,4',5-hexachlorobiphenyl {PCB156 CAS 38380-08-4} per unit wet weight of biota {Sparus aurata (ITIS: 647901: WoRMS 151523) [Subcomponent: liver]}",The wet weight concentration of the specified analyte in the specified organism or part thereof.,WetWtPCB156_BE007322,SDN:P01::W2930894
http://vocab.nerc.ac.uk/collection/P01/current/ACALAX01/,Concentration of soluble aluminium {soluble_Al CAS 7429-90-5} per unit volume of the atmosphere [aerosol phase] by filtration and inductively-coupled plasma atomic emission spectroscopy,Unavailable,conc_Al_aerosol,SDN:P01::ACALAX01
http://vocab.nerc.ac.uk/collection/P01/current/R1106569/,"Concentration of 2,3',4,4',5,5'-hexachlorobiphenyl {PCB167 CAS 52663-72-6} per unit dry weight of biota {Mytilus galloprovincialis (ITIS: 79456: WoRMS 140481) [Subcomponent: flesh]}",The amount (mass or number of moles) of the specified analyte per unit weight of the specified organism or part thereof after water has been removed.,DryWt_CAS52663-72-6_BE006569,SDN:P01::R1106569
